Period_Date,MID,DBA,Pricing,Rep,Rep_ID,NSD,NSD_ID,Approved Date,Sales Volume,Transaction Count,Gross Profit,Net Residual Before %,Net Residual
2025-11-01,554402009878984.0,Modern Construction,IC,Michael Miller,9043.0,SFG,10060.0,6/4/2024,0.0,0.0,145.55,145.55,145.55
2025-11-01,815216185885.0,Classic Construction,DP,Michael Miller,9043.0,SFG,10060.0,5/8/2025,34036.99,182.0,132.4,132.4,132.4
2025-11-01,554402009841792.0,Express Construction Inc,DP,Michael Miller,9043.0,SFG,10060.0,2/27/2025,0.0,0.0,145.55,145.55,145.55
2025-11-01,8739765444784029.0,Premier Manufacturing,DP,Michael Miller,9043.0,SFG,10060.0,2/26/2025,0.0,0.0,115.55,115.55,115.55
2025-11-01,8739761015933913.0,Elite Manufacturing,IC,Michael Miller,9043.0,SFG,10060.0,4/9/2025,6538.14,57.0,148.6,143.65,143.65
2025-11-01,815213021885.0,Quality Manufacturing LLC,IC,Michael Miller,9043.0,SFG,10060.0,3/12/2025,7440.38,14.0,184.26,184.26,184.26
2025-11-01,554402009829524.0,Superior Manufacturing,IC,Michael Miller,9043.0,SFG,10060.0,3/5/2025,2808.53,17.0,56.93,51.98,51.98
2025-11-01,554402009854985.0,Prime Manufacturing,IC,Michael Miller,9043.0,SFG,10060.0,3/5/2025,2429.66,10.0,53.53,51.53,51.53
2025-11-01,8739711627968834.0,Professional Manufacturing Co,DP,Michael Miller,9043.0,SFG,10060.0,3/19/2025,5125.05,238.0,229.93,229.93,229.93
2025-11-01,554402009867821.0,Advanced Manufacturing,IC,Michael Miller,9043.0,SFG,10060.0,9/26/2024,12416.55,306.0,154.63,154.63,154.63
2025-11-01,554402009835638.0,Modern Manufacturing,IC,Michael Miller,9043.0,SFG,10060.0,11/22/2024,1449.0,34.0,48.83,37.94,37.94
2025-11-01,554402009850843.0,Classic Manufacturing Corp,IC,Michael Miller,9043.0,SFG,10060.0,12/13/2024,2627.22,17.0,158.85,158.85,158.85
2025-11-01,554402009888595.0,Express Manufacturing,IC,Michael Miller,9043.0,SFG,10060.0,9/18/2024,2728.64,32.0,59.26,59.26,59.26
2025-11-01,554402009850256.0,Premier Auto Shop,IC,Michael Miller,9043.0,SFG,10060.0,12/26/2024,13587.9,144.0,293.91,293.91,293.91
2025-11-01,554402009847377.0,Elite Auto Shop Inc,IC,Michael Miller,9043.0,SFG,10060.0,9/26/2024,630.07,20.0,49.08,49.08,49.08
2025-11-01,554402009874637.0,Quality Auto Shop,IC,Michael Miller,9043.0,SFG,10060.0,12/26/2024,2162.0,36.0,152.72,152.72,152.72
2025-11-01,554402009837618.0,Superior Auto Shop,IC,Michael Miller,9043.0,SFG,10060.0,6/21/2024,3982.76,15.0,149.45,149.45,149.45
2025-11-01,8739785214149909.0,Prime Auto Shop LLC,IC,Michael Miller,9043.0,SFG,10060.0,4/29/2025,7955.94,39.0,157.14,157.14,157.14
2025-11-01,554402009884727.0,Professional Auto Shop,IC,Michael Miller,9043.0,SFG,10060.0,1/15/2025,17225.13,102.0,168.42,168.42,168.42
2025-11-01,554402009830506.0,Advanced Auto Shop,IC,Michael Miller,9043.0,SFG,10060.0,9/5/2024,14731.82,298.0,96.04,96.04,96.04
2025-11-01,554402009803156.0,Modern Auto Shop Co,IC,Michael Miller,9043.0,SFG,10060.0,11/5/2024,2169.97,5.0,47.99,47.99,47.99
2025-11-01,554402009816885.0,Express Auto Shop,IC,Michael Miller,9043.0,SFG,10060.0,7/2/2024,144379.86,672.0,1189.06,1189.06,1189.06
2025-11-01,8739780185617860.0,Premier Restaurant Corp,IC,Michael Miller,9043.0,SFG,10060.0,4/2/2025,683.0,2.0,144.93,144.93,144.93
2025-11-01,554402009836321.0,Quality Restaurant,IC,Michael Miller,9043.0,SFG,10060.0,8/22/2024,162703.16,702.0,355.71,347.71,347.71
2025-11-01,554402009873860.0,Superior Restaurant Inc,IC,Michael Miller,9043.0,SFG,10060.0,10/15/2024,0.0,0.0,0.0,0.0,0.0
2025-11-01,554402009847534.0,Prime Restaurant,IC,Michael Miller,9043.0,SFG,10060.0,10/15/2024,0.0,0.0,0.0,0.0,0.0
2025-11-01,554402009868753.0,Professional Restaurant,IC,Michael Miller,9043.0,SFG,10060.0,11/1/2024,31993.27,171.0,191.3,191.3,191.3
2025-11-01,554402009804113.0,Modern Restaurant,IC,Michael Miller,9043.0,SFG,10060.0,5/27/2025,0.0,0.0,0.0,0.0,0.0
2025-11-01,554402009802463.0,Classic Restaurant,IC,Michael Miller,9043.0,SFG,10060.0,5/30/2025,0.0,0.0,0.0,-26.93,-26.93
2025-11-01,8739742281142930.0,Express Restaurant Co,DP,Michael Miller,9043.0,SFG,10060.0,4/18/2025,0.0,0.0,113.72,108.77,108.77
2025-11-01,554402009806266.0,Premier Retail Store,IC,Michael Miller,9043.0,SFG,10060.0,7/15/2024,13399.42,11.0,205.64,205.64,205.64
2025-11-01,554402009840612.0,Elite Retail Store,IC,Michael Miller,9043.0,SFG,10060.0,9/26/2024,14250.41,375.0,62.38,62.38,62.38
2025-11-01,554402009855891.0,Quality Retail Store Corp,IC,Michael Miller,9043.0,SFG,10060.0,7/16/2024,10486.63,90.0,174.23,174.23,174.23
2025-11-01,554402009849399.0,Superior Retail Store,IC,Michael Miller,9043.0,SFG,10060.0,7/16/2024,47.32,2.0,147.04,147.04,147.04
2025-11-01,8739752855156109.0,Prime Retail Store,IC,Jennifer Miller,9043.0,SFG,10060.0,10/28/2025,31826.7,12.0,143.81,133.22,133.22
2025-11-01,815224245887.0,Professional Retail Store Inc,IC,Jennifer Miller,9043.0,SFG,10060.0,10/29/2025,1319.9,8.0,146.76,136.42,136.42
2025-11-01,8739711220941991.0,Elite Restaurant,DP,Jennifer Miller,9043.0,SFG,10060.0,9/15/2025,15886.35,24.0,409.45,409.45,409.45
2025-11-01,8739791348681288.0,Advanced Retail Store,DP,Jennifer Miller,9043.0,SFG,10060.0,10/21/2025,418.08,4.0,163.43,163.43,163.43
2025-11-01,815220744883.0,Advanced Restaurant LLC,IC,Jennifer Miller,9043.0,SFG,10060.0,8/13/2025,9513.59,325.0,194.94,194.94,194.94
2025-11-01,8739702059642263.0,Professional Auto Shop,DP,Jennifer Miller,9043.0,SFG,10060.0,11/7/2025,0.01,1.0,65.47,65.47,65.47
2025-11-01,8739734183536423.0,Advanced Auto Shop,IC,Jennifer Miller,9043.0,SFG,10060.0,11/25/2025,0.0,0.0,-2.5,-7.45,-7.45
2025-11-01,8739795187302103.0,Modern Auto Shop Co,IC,Jennifer Miller,9043.0,SFG,10060.0,11/17/2025,463.04,13.0,48.13,43.18,43.18
2025-11-01,554402009938788.0,Modern Retail Store,IC,Michael Miller,9043.0,SFG,10075.0,10/27/2022,15272.15,132.0,66.47,66.47,66.47
2025-11-01,554402009946195.0,Classic Retail Store LLC,IC,Michael Miller,9043.0,SFG,10075.0,12/5/2022,1543.23,12.0,48.96,48.96,48.96
2025-11-01,554402009935784.0,Express Retail Store,IC,Michael Miller,9043.0,SFG,10075.0,10/31/2022,186541.55,2488.0,543.82,543.82,543.82
2025-11-01,554402009856386.0,Premier Medical Center,IC,Michael Miller,9043.0,SFG,10075.0,5/29/2024,38919.01,1107.0,433.97,433.97,433.97
2025-11-01,554402009876145.0,Elite Medical Center Co,IC,Michael Miller,9043.0,SFG,10075.0,5/24/2024,12821.38,59.0,191.47,191.47,191.47
2025-11-01,554402009983321.0,Quality Medical Center,IC,Michael Miller,9043.0,SFG,10075.0,10/31/2022,125872.69,296.0,1452.58,1452.58,1452.58
2025-11-01,8739795451829435.0,Superior Medical Center,IC,Michael Miller,9043.0,SFG,10075.0,5/13/2024,0.0,0.0,442.55,442.55,442.55
2025-11-01,554402009889585.0,Prime Medical Center Corp,IC,Michael Miller,9043.0,SFG,10075.0,5/28/2024,6277.08,200.0,175.51,175.51,175.51
2025-11-01,554402009935552.0,Professional Medical Center,IC,Michael Miller,9043.0,SFG,10075.0,11/2/2022,0.0,0.0,148.55,148.55,148.55
2025-11-01,554402009945866.0,Advanced Medical Center,IC,Michael Miller,9043.0,SFG,10075.0,10/12/2022,21053.18,519.0,119.28,119.28,119.28
2025-11-01,554402009934209.0,Modern Medical Center Inc,IC,Michael Miller,9043.0,SFG,10075.0,10/26/2022,16681.87,301.0,69.81,69.81,69.81
2025-11-01,815217989889.0,Classic Medical Center,DP,Michael Brown,9056.0,Steven,,6/13/2025,80.0,2.0,90.02,52.05,36.43
2025-11-01,554402009831736.0,Express Medical Center,DP,Michael Brown,9056.0,Steven,,9/17/2024,61887.42,2641.0,1244.78,1168.31,817.82
2025-11-01,815217591883.0,Premier Consulting LLC,DP,Michael Brown,9056.0,Steven,,6/6/2025,42324.47,878.0,1136.55,1079.87,755.91
2025-11-01,8739740074634350.0,Elite Consulting,DP,Michael Brown,9056.0,Steven,,7/21/2025,0.0,0.0,0.0,-25.0,-17.5
2025-11-01,554402009859711.0,Quality Consulting,DP,Michael Brown,9056.0,Steven,,9/17/2024,65792.18,2153.0,1402.97,1322.94,926.06
2025-11-01,815205130884.0,Superior Consulting Co,DP,Michael Brown,9056.0,Steven,,10/9/2024,0.0,0.0,56.5,16.5,11.55
2025-11-01,815204805882.0,Prime Consulting,DP,Michael Brown,9056.0,Steven,,10/3/2024,48046.21,1283.0,1181.98,1119.16,783.41
2025-11-01,815218175884.0,Advanced Consulting Corp,DP,Michael Brown,9056.0,Steven,,6/18/2025,0.0,0.0,0.0,-15.0,-10.5
2025-11-01,815218707884.0,Professional Consulting,DP,Michael Brown,9056.0,Steven,,6/27/2025,4061.72,141.0,146.06,127.0,88.9
2025-11-01,8739782290032799.0,Modern Consulting,IC,Michael Brown,9056.0,Steven,,3/12/2025,0.0,0.0,173.52,133.52,93.46
2025-11-01,815225112888.0,Classic Auto Shop,DP,Michael Brown,9056.0,Steven,,11/20/2025,0.0,0.0,-2.5,-17.5,-12.25
2025-11-01,8739790894425861.0,Express Auto Shop,DP,Michael Brown,9056.0,Steven,,9/24/2024,0.0,0.0,-19.95,-34.95,-24.46
2025-11-01,554402009861139.0,Classic Consulting,IC,David Miller,9006.0,Jennifer Brown,,9/9/2024,54563.02,103.0,78.31,78.31,78.31
2025-11-01,554402009944414.0,Express Consulting Inc,IC,David Miller,9006.0,Jennifer Brown,,4/26/2024,0.0,0.0,-0.0,-0.0,-0.0
2025-11-01,554402009866682.0,Premier Services,DP,David Miller,9006.0,Jennifer Brown,,9/25/2024,0.0,0.0,-8.45,-8.45,-8.45
2025-11-01,554402009883687.0,Elite Services,IC,David Miller,9006.0,Jennifer Brown,,10/12/2025,6800.0,27.0,157.81,157.8,157.8
2025-11-01,554402009899089.0,Superior Services,IC,Lisa Miller,9016.0,Jennifer Brown,,9/15/2025,1065.51,16.0,150.82,150.82,150.82
2025-11-01,554402009862491.0,Prime Services,IC,Lisa Miller,9016.0,Jennifer Brown,,4/8/2025,92713.05,265.0,-703.75,-703.75,-703.75
2025-11-01,554402009803719.0,Professional Services Co,IC,Lisa Miller,9016.0,Jennifer Brown,,4/8/2025,23459.84,81.0,-245.82,-245.82,-245.82
2025-11-01,554402009841016.0,Premier Restaurant Corp,IC,Robert Miller,9022.0,Jennifer Brown,,11/7/2025,0.0,0.0,33.45,33.45,33.45
2025-11-01,554402009825159.0,Advanced Services,IC,Robert Miller,9022.0,Jennifer Brown,,10/1/2025,3274.12,46.0,110.05,105.1,105.1
2025-11-01,8739771399319122.0,Modern Services,DP,David Brown,9044.0,Jennifer Brown,,4/24/2024,0.0,0.0,6.55,6.55,6.55
2025-11-01,8739774773089034.0,Classic Services Corp,DP,David Brown,9044.0,Jennifer Brown,,5/2/2024,0.0,0.0,-8.45,-8.45,-8.45
2025-11-01,8739709016332638.0,Express Services,DP,David Brown,9044.0,Jennifer Brown,,4/24/2024,1805.13,4.0,10.44,5.49,5.49
2025-11-01,8739797607684510.0,Premier Logistics,DP,David Brown,9044.0,Jennifer Brown,,4/23/2024,0.0,0.0,-8.45,-8.45,-8.45
2025-11-01,8739714066244506.0,Elite Logistics Inc,IC,Lisa Brown,9001.0,Vinny,9065.0,4/19/2024,0.0,0.0,39.55,-0.45,-0.27
2025-11-01,8739709105229591.0,Quality Logistics,IC,Robert Brown,9002.0,Vinny,9065.0,9/17/2025,7917.26,223.0,45.39,15.42,9.25
2025-11-01,8739742648116480.0,Superior Logistics,DP,Robert Brown,9002.0,Vinny,9065.0,7/15/2025,4422.21,91.0,141.08,120.78,72.47
2025-11-01,8739718003465395.0,Prime Logistics LLC,DP,Robert Brown,9002.0,Vinny,9065.0,9/3/2025,5782.4,182.0,149.46,127.73,76.64
2025-11-01,8739743437153207.0,Professional Logistics,DP,Robert Brown,9002.0,Vinny,9065.0,6/30/2025,21933.68,613.0,531.6,490.84,294.5
2025-11-01,8739772624238158.0,Elite Restaurant,DP,Robert Brown,9002.0,Vinny,9065.0,10/30/2025,83.26,7.0,24.35,-12.93,-7.76
2025-11-01,8739738036991755.0,Advanced Logistics,DP,Robert Brown,9002.0,Vinny,9065.0,5/16/2025,22578.45,488.0,628.52,586.82,352.09
2025-11-01,8739760566079834.0,Modern Logistics Co,DP,Robert Brown,9002.0,Vinny,9065.0,5/16/2025,9916.32,220.0,306.24,279.72,167.83
2025-11-01,8739712071754704.0,Classic Logistics,DP,Robert Brown,9002.0,Vinny,9065.0,4/21/2025,828.49,45.0,49.25,33.25,19.95
2025-11-01,8739737041025252.0,Premier Tech Solutions Corp,DP,Robert Brown,9002.0,Vinny,9065.0,3/28/2025,5777.67,217.0,95.1,73.17,43.9
2025-11-01,8739707606928449.0,Elite Tech Solutions,IC,Robert Brown,9002.0,Vinny,9065.0,6/6/2025,19255.64,377.0,79.5,54.04,32.42
2025-11-01,8739775709860467.0,Quality Tech Solutions,IC,Robert Brown,9002.0,Vinny,9065.0,6/6/2025,17412.97,171.0,62.02,40.21,24.13
2025-11-01,8739797468743634.0,Superior Tech Solutions Inc,DP,Robert Brown,9002.0,Vinny,9065.0,9/8/2025,7065.74,329.0,109.36,86.03,51.62
2025-11-01,8739760149652850.0,Prime Tech Solutions,DP,Robert Brown,9002.0,Vinny,9065.0,4/1/2025,78224.62,1611.0,919.48,813.62,488.17
2025-11-01,8739731305549203.0,Professional Tech Solutions,DP,Robert Brown,9002.0,Vinny,9065.0,6/26/2025,8359.93,287.0,163.91,139.58,83.75
2025-11-01,8739737726550729.0,Advanced Tech Solutions LLC,DP,Robert Brown,9002.0,Vinny,9065.0,7/8/2025,9568.88,192.0,258.87,232.72,139.63
2025-11-01,8739752529111776.0,Modern Tech Solutions,DP,Robert Brown,9002.0,Vinny,9065.0,6/2/2025,3788.33,44.0,133.86,114.32,68.59
2025-11-01,8739755230982178.0,Classic Tech Solutions,DP,Robert Brown,9002.0,Vinny,9065.0,3/6/2025,0.0,0.0,50.66,10.66,6.4
2025-11-01,8739791040506396.0,Express Tech Solutions Co,DP,Robert Brown,9002.0,Vinny,9065.0,9/23/2025,5229.39,105.0,148.64,107.4,64.44
2025-11-01,8739719577808879.0,Premier Construction,DP,Robert Brown,9002.0,Vinny,9065.0,9/10/2025,245.49,3.0,25.65,-11.29,-6.77
2025-11-01,8739775246276693.0,Elite Construction,DP,Robert Brown,9002.0,Vinny,9065.0,5/21/2025,1309.56,45.0,52.15,35.61,21.37
2025-11-01,8739746925873965.0,Quality Restaurant LLC,DP,Robert Brown,9002.0,Vinny,9065.0,10/9/2025,2496.0,4.0,33.81,15.81,9.49
2025-11-01,8739730827346130.0,Quality Construction Corp,DP,Robert Brown,9002.0,Vinny,9065.0,5/21/2025,4546.09,38.0,168.25,147.86,88.72
2025-11-01,8739790435245393.0,Superior Construction,DP,Robert Brown,9002.0,Vinny,9065.0,1/13/2025,1441.16,43.0,80.34,63.83,38.3
2025-11-01,8739780396821747.0,Prime Construction,DP,Robert Brown,9002.0,Vinny,9065.0,12/31/2024,0.0,0.0,56.55,16.55,9.93
2025-11-01,8739734860974652.0,Superior Restaurant,DP,Robert Brown,9002.0,Vinny,9065.0,10/14/2025,0.0,0.0,36.55,-3.45,-2.07
2025-11-01,8739702501134856.0,Professional Construction Inc,DP,Robert Brown,9002.0,Vinny,9065.0,1/9/2025,10941.25,265.0,315.02,286.9,172.14
2025-11-01,8739768045769140.0,Advanced Construction,DP,Robert Brown,9002.0,Vinny,9065.0,6/2/2025,0.0,0.0,56.5,16.5,9.9
2025-11-01,8739752064154471.0,Modern Construction,DP,Robert Brown,9002.0,Vinny,9065.0,9/15/2025,0.01,1.0,46.27,-3.87,-2.32
2025-11-01,8739762720394971.0,Classic Construction LLC,DP,Robert Brown,9002.0,Vinny,9065.0,12/9/2024,2686.67,45.0,90.07,66.89,40.13
2025-11-01,8739787096318074.0,Express Construction,DP,Robert Brown,9002.0,Vinny,9065.0,3/6/2025,2080.39,20.0,80.68,63.34,38.0
2025-11-01,8739753252213421.0,Premier Manufacturing,DP,Robert Brown,9002.0,Vinny,9065.0,2/12/2025,1040.0,5.0,61.71,45.46,27.28
2025-11-01,8739774828006614.0,Elite Manufacturing Co,DP,Robert Brown,9002.0,Vinny,9065.0,9/5/2025,3613.9,65.0,107.55,88.46,53.08
2025-11-01,8739759464361618.0,Quality Manufacturing,DP,Robert Brown,9002.0,Vinny,9065.0,1/6/2025,3147.41,49.0,114.29,95.52,57.31
2025-11-01,8739747671142127.0,Superior Manufacturing,DP,Robert Brown,9002.0,Vinny,9065.0,9/2/2025,0.0,0.0,41.55,1.55,0.93
2025-11-01,8739734115600967.0,Prime Restaurant,DP,Robert Brown,9002.0,Vinny,9065.0,10/24/2025,1291.71,53.0,46.13,29.58,17.75
2025-11-01,8739776039868403.0,Prime Manufacturing Corp,DP,Robert Brown,9002.0,Vinny,9065.0,8/7/2025,10632.85,198.0,296.64,268.96,161.38
2025-11-01,8739774499614336.0,Professional Manufacturing,DP,Robert Brown,9002.0,Vinny,9065.0,12/13/2024,954.53,25.0,32.88,16.73,10.04
2025-11-01,8739787013582766.0,Advanced Manufacturing,DP,Robert Brown,9002.0,Vinny,9065.0,9/11/2025,3617.49,262.0,45.16,25.95,15.57
2025-11-01,8739753198994126.0,Modern Manufacturing Inc,DP,Robert Brown,9002.0,Vinny,9065.0,7/8/2025,10881.13,798.0,141.9,113.91,68.35
2025-11-01,8739753256332917.0,Classic Manufacturing,DP,Robert Brown,9002.0,Vinny,9065.0,1/31/2025,436.28,19.0,40.9,17.14,10.28
2025-11-01,8739788496250449.0,Express Manufacturing,DP,Robert Brown,9002.0,Vinny,9065.0,3/6/2025,0.0,0.0,51.55,11.55,6.93
2025-11-01,8739706009260799.0,Premier Auto Shop LLC,DP,Robert Brown,9002.0,Vinny,9065.0,6/26/2025,0.0,0.0,41.55,1.55,0.93
2025-11-01,815224113887.0,Professional Restaurant Co,DP,Robert Brown,9002.0,Vinny,9065.0,10/22/2025,1066.15,49.0,36.25,19.97,11.98
2025-11-01,8739755307630060.0,Elite Auto Shop,DP,Robert Brown,9002.0,Vinny,9065.0,6/26/2025,0.0,0.0,41.55,1.55,0.93
2025-11-01,8739751563100899.0,Quality Auto Shop,DP,Robert Brown,9002.0,Vinny,9065.0,1/7/2025,2163.2,13.0,77.14,59.54,35.72
2025-11-01,8739715939249573.0,Superior Auto Shop Co,DP,Robert Brown,9002.0,Vinny,9065.0,5/27/2025,16066.15,343.0,475.13,441.14,264.68
2025-11-01,8739714818221646.0,Prime Auto Shop,DP,Robert Brown,9002.0,Vinny,9065.0,11/21/2024,0.0,0.0,29.55,-15.4,-9.24
2025-11-01,8739775295262533.0,Advanced Restaurant,DP,Robert Brown,9002.0,Vinny,9065.0,10/8/2025,2468.56,56.0,80.1,57.19,34.31
2025-11-01,8739729693461354.0,Professional Auto Shop,IC,Robert Brown,9002.0,Vinny,9065.0,9/10/2025,4715.0,28.0,42.24,9.29,5.57
2025-11-01,8739750402306087.0,Advanced Auto Shop Corp,DP,Robert Brown,9002.0,Vinny,9065.0,5/30/2025,333.84,8.0,29.58,14.18,8.51
2025-11-01,8739788884622725.0,Modern Auto Shop,DP,Robert Brown,9002.0,Vinny,9065.0,6/2/2025,1860.12,33.0,78.03,60.81,36.49
2025-11-01,8739755710465457.0,Classic Auto Shop,DP,Robert Brown,9002.0,Vinny,9065.0,2/28/2025,5193.22,237.0,131.98,110.78,66.47
2025-11-01,8739758662699571.0,Modern Restaurant,DP,Robert Brown,9002.0,Vinny,9065.0,10/23/2025,4549.94,207.0,53.92,33.65,20.19
2025-11-01,8739704793133262.0,Express Auto Shop Inc,DP,Robert Brown,9002.0,Vinny,9065.0,1/13/2025,38.94,1.0,45.97,7.42,4.45
2025-11-01,8739743915298068.0,Premier Restaurant,DP,Robert Brown,9002.0,Vinny,9065.0,10/23/2024,175.96,4.0,38.78,0.39,0.23
2025-11-01,8739781246211985.0,Elite Restaurant,DP,Robert Brown,9002.0,Vinny,9065.0,11/20/2025,0.0,0.0,-2.5,-17.5,-10.5
2025-11-01,8739720105881898.0,Quality Restaurant,IC,Robert Brown,9002.0,Vinny,9065.0,11/26/2025,0.0,0.0,-2.5,-17.5,-10.5
2025-11-01,8739751016567364.0,Superior Restaurant Inc,DP,Robert Brown,9002.0,Vinny,9065.0,11/17/2025,0.01,1.0,31.45,-8.55,-5.13
2025-11-01,8739712439208568.0,Prime Restaurant,DP,Robert Brown,9002.0,Vinny,9065.0,11/21/2025,0.01,1.0,-2.46,-19.46,-11.68
2025-11-01,8739734707925926.0,Professional Restaurant,DP,Robert Brown,9002.0,Vinny,9065.0,11/13/2025,0.01,1.0,31.59,14.59,8.75
2025-11-01,8739713705540866.0,Advanced Restaurant LLC,DP,Robert Brown,9002.0,Vinny,9065.0,11/13/2025,0.01,1.0,31.7,11.75,7.05
2025-11-01,8739715263142103.0,Modern Restaurant,DP,Robert Brown,9002.0,Vinny,9065.0,11/21/2025,0.01,1.0,-2.6,-17.6,-10.56
2025-11-01,8739772871019765.0,Classic Restaurant,DP,Robert Brown,9002.0,Vinny,9065.0,11/19/2025,0.01,1.0,-0.66,-15.66,-9.4
2025-11-01,8739784965675007.0,Express Restaurant Co,DP,Robert Brown,9002.0,Vinny,9065.0,11/27/2025,0.0,0.0,-2.5,-17.5,-10.5
2025-11-01,8739726892931330.0,Premier Retail Store,DP,Robert Brown,9002.0,Vinny,9065.0,11/28/2025,0.0,0.0,-2.5,-17.5,-10.5
2025-11-01,8739797570301747.0,Elite Retail Store,DP,Robert Brown,9002.0,Vinny,9065.0,11/7/2025,514.81,27.0,19.31,3.71,2.23
2025-11-01,8739791737915377.0,Quality Retail Store Corp,DP,Robert Brown,9002.0,Vinny,9065.0,11/24/2025,0.0,0.0,-2.5,-17.5,-10.5
2025-11-01,8739797881826771.0,Superior Retail Store,DP,Robert Brown,9002.0,Vinny,9065.0,11/12/2025,874.32,35.0,24.79,8.74,5.24
2025-11-01,8739710008325409.0,Classic Restaurant Corp,IC,Emily Brown,9003.0,Vinny,9065.0,9/25/2025,37855.4,948.0,340.83,340.82,340.82
2025-11-01,8739775318610152.0,Express Restaurant,DP,James Brown,9005.0,Vinny,9065.0,9/11/2024,10399.57,13.0,159.21,128.2,96.15
2025-11-01,8739729663695640.0,Premier Retail Store,IC,James Brown,9005.0,Vinny,9065.0,9/16/2025,29227.95,93.0,137.65,101.61,76.21
2025-11-01,8739718060998466.0,Elite Retail Store Inc,DP,James Brown,9005.0,Vinny,9065.0,9/3/2024,0.0,0.0,41.55,1.55,1.16
2025-11-01,8739728775469266.0,Quality Retail Store,DP,James Brown,9005.0,Vinny,9065.0,6/2/2025,881.1,46.0,31.47,8.55,6.41
2025-11-01,8739730158963322.0,Superior Retail Store,DP,James Brown,9005.0,Vinny,9065.0,8/20/2024,1939.6,8.0,47.14,30.35,22.76
2025-11-01,8739751828652536.0,Prime Retail Store LLC,IC,James Brown,9005.0,Vinny,9065.0,5/15/2025,32573.53,1193.0,228.01,181.74,136.3
2025-11-01,8739792802364047.0,Professional Retail Store,IC,James Brown,9005.0,Vinny,9065.0,5/15/2025,17752.23,544.0,132.2,91.2,68.4
2025-11-01,8739797522597929.0,Advanced Retail Store,IC,James Brown,9005.0,Vinny,9065.0,5/2/2025,30496.23,909.0,199.05,154.94,116.2
2025-11-01,8739763938784977.0,Modern Retail Store Co,IC,James Brown,9005.0,Vinny,9065.0,5/1/2025,281579.78,5165.0,1334.64,1239.36,929.52
2025-11-01,8739733876777535.0,Classic Retail Store,IC,James Brown,9005.0,Vinny,9065.0,5/2/2025,29224.45,1002.0,202.41,157.78,118.34
2025-11-01,8739703016625956.0,Express Retail Store,IC,James Brown,9005.0,Vinny,9065.0,5/19/2025,38426.14,1562.0,275.47,226.17,169.63
2025-11-01,8739731853117364.0,Premier Medical Center Corp,IC,James Brown,9005.0,Vinny,9065.0,5/2/2025,60989.16,1494.0,343.65,292.76,219.57
2025-11-01,8739721987715600.0,Elite Medical Center,IC,James Brown,9005.0,Vinny,9065.0,12/20/2024,24458.69,780.0,71.27,28.51,21.38
2025-11-01,8739708188195565.0,Quality Medical Center,IC,James Brown,9005.0,Vinny,9065.0,5/15/2025,80669.17,2268.0,460.47,403.24,302.43
2025-11-01,8739776647050054.0,Superior Medical Center Inc,IC,James Brown,9005.0,Vinny,9065.0,5/15/2025,42516.82,1172.0,255.39,208.62,156.46
2025-11-01,8739745968575313.0,Prime Medical Center,IC,James Brown,9005.0,Vinny,9065.0,12/20/2024,26156.29,923.0,85.77,42.1,31.58
2025-11-01,8739756445292099.0,Professional Medical Center,IC,James Brown,9005.0,Vinny,9065.0,5/20/2025,49682.74,1601.0,313.04,262.72,197.04
2025-11-01,8739787672445521.0,Advanced Medical Center LLC,IC,James Brown,9005.0,Vinny,9065.0,5/2/2025,19544.96,790.0,151.56,109.49,82.12
2025-11-01,8739780586992627.0,Modern Medical Center,IC,James Brown,9005.0,Vinny,9065.0,5/2/2025,38852.58,1121.0,234.4,188.4,141.3
2025-11-01,8739745240615653.0,Classic Medical Center,IC,James Brown,9005.0,Vinny,9065.0,5/20/2025,44466.19,1414.0,280.66,231.88,173.91
2025-11-01,8739731208015492.0,Express Medical Center Co,IC,James Brown,9005.0,Vinny,9065.0,5/2/2025,55458.34,1631.0,331.2,280.31,210.23
2025-11-01,8739704263033382.0,Premier Consulting,IC,James Brown,9005.0,Vinny,9065.0,5/19/2025,26092.81,879.0,180.32,137.01,102.76
2025-11-01,8739721141085723.0,Elite Consulting,IC,James Brown,9005.0,Vinny,9065.0,5/1/2025,40802.25,1246.0,254.76,207.78,155.84
2025-11-01,8739749982719408.0,Quality Consulting Corp,IC,James Brown,9005.0,Vinny,9065.0,5/19/2025,41089.32,1275.0,258.46,211.21,158.41
2025-11-01,8739765071435119.0,Superior Consulting,IC,James Brown,9005.0,Vinny,9065.0,5/18/2025,22931.28,771.0,243.43,200.84,150.63
2025-11-01,8739767751458205.0,Prime Consulting,IC,James Brown,9005.0,Vinny,9065.0,12/20/2024,59821.21,2005.0,277.45,223.63,167.72
2025-11-01,8739721487932932.0,Professional Consulting Inc,IC,James Brown,9005.0,Vinny,9065.0,5/2/2025,44872.73,1736.0,302.85,252.52,189.39
2025-11-01,8739721477300773.0,Advanced Consulting,IC,James Brown,9005.0,Vinny,9065.0,5/19/2025,19274.07,766.0,444.3,402.13,301.6
2025-11-01,8739785948934754.0,Modern Consulting,IC,James Brown,9005.0,Vinny,9065.0,5/20/2025,53546.67,2011.0,354.98,301.79,226.34
2025-11-01,8739794763726641.0,Classic Consulting LLC,IC,James Brown,9005.0,Vinny,9065.0,5/20/2025,30754.5,974.0,204.47,159.94,119.96
2025-11-01,8739728682795289.0,Express Consulting,IC,James Brown,9005.0,Vinny,9065.0,4/30/2025,16519.34,661.0,132.11,90.89,68.17
